,Idx,Sent.
1512,8882,"We had a slightly better experience on the Liberty, but feel that both crews did an excellent job and that this should not be a distinguishing factor on choosing a cruise."
1513,8883,Pools The Mariner of the Seas and Liberty both had salt water pools - which most cruise ships have.
1514,8884,They both had pools for kids and adults.
1515,8887,Spa We tried the spa on the Liberty and loved it.
1516,8900,(I Have 1 year before collage!)
1517,8904,"I mean when I graduate & yes, college, sorry for the typo."
1518,8910,There are 2 more located outside of the main continent with Alaska way to the north and Hawaii in the Pacific.
1519,8928,"You need a lot of money for hotels, airfare, seeing the sites, food, local transport - you name it but life costs."
1520,8932,I recommend buying a single unlimited Europass and travelling anywhere in the EU your heart desires.
1521,8960,"remember to visit with him while he is in the room, and tell him how good he is."
1522,8968,"Last night, I adopted a 2 year old Male German Shepherd."
1523,8971,My other MAJOR problem is that he will not get in his crate.
1524,8979,I have a 9 month old German Shepherd that I raised from a puppy.
1525,8980,I trained her myself.
1526,8981,"She is crate trained, potty trained, and can sit, lay down, stay, come, fetch, and will even stay in a down position while I throw a treat across the floor or even right next to her paw, and she wont get it until I give her the command."
1527,8988,You have to be in command at all times.
1528,8989,There are ways to get your new dog used to the crate or going out.
1529,9016,The are located right at 248 De Than St. in the heart of the back packer district.
1530,9018,I did an overnight in a home stay that was sweet and the water market was wonderful.
1531,9034,Most of the tourists that I've come across buy tours along the My Tho waterfront.
1532,9035,"You take a boat across the river, then spend a day biking, eating at a local restaurant, buying souvenirs and doing other things that are geared towards tourists."
1533,9038,It's called Kiwi Heaven and it's across the river from Cho Ben Tre.
1534,9043,"We went with Intrepid as a part of their North to South Vietnam Trip, but they do offer this one day separately."
1535,9044,"We had a great time and visited a location where they made coconut candies, visited a local restaurant which was attached to a fish farm, rode in modified quad bikes and had some tropical food at what appeared to be a local hangout."
1536,9047,I got a riding lesson today on one of my boss's fino horses and it made me realize just how unsteady my left leg is.
1537,9048,I mentioned it to my boss and she said to start doing yoga.
1538,9049,But there are just so many poses and programs!
1539,9079,I thought it would pass until he started to vomit blood and wouldnt drink any water.
1540,9080,I took him to the Animal Hospital and they ran blood work and everything came back normal.
1541,9082,"The vet said it was gastroenteritis and gave him fluids under his skin , an injection of nausea medication along with some take home antibiotics."
1542,9106,"From there you end up with electrolyte imbalances, which can lead to heart and kidney problems."
1543,9114,You need to ask your vet these questions.
1544,9118,"My vet told me when a dog is vomiting a lot, it could be a sign of obstruction."
1545,9137,My mind thinks she has no interest in me and just stringing me along.
1546,9138,But the articles I read seemed to say the contrary.
1547,9145,"You said you liked her and she accepted it as a truth and perhaps as a compliment, but it does not mean she fancies you or wants to pair off with you."
1548,9149,Christiane gave you a good answer.
1549,9151,"What I have to add is that it is normal in France to have mixed gender groups of friends, there's nothing unusual in boys and girls being only friends, which is obviously what this girl wants from you."
1550,9159,There are no jobs in this country.
1551,9164,Everybody I know at university intends to stay at uni for as long as possible until there are actually jobs available.
1552,9165,"Everybody seems to flee this country and move overseas, to Australia, etc."
1553,9196,"At the moment there's no interest, but that'll probably change."
1554,9202,I guess I'm extremely fortunate that I received a scholarship which paid about 800f my course fees through my degree.
1555,9204,There are far too many lazy people out there who think that they can sit around a job will fall in their lap.
1556,9212,That means making yourself known; that means networking.
1557,9214,i have a baby eastern king snake.
1558,9216,"he has a great environment, with water and lots of hiding places and a heat lamp."
1559,9220,(i know that snakes that have problems going to the bathroom won't eat.)
1560,9222,i handle him every few days.
1561,9229,he crawls on top of them but does not try to eat them.
1562,9243,My boyfriend has one and when she's hungry she attacks the pinkie right away.
1563,9248,They have a natural instinct to hibernate.
1564,9257,"You see, some snakes for no obvious reason will simply go off their food."
1565,9265,i have a 1 and a half year old male neutered cat and a new 2 month old spayed female kitten.
1566,9266,the first night i brought her home i did the sniffing under the door thing and left it at that.
1567,9272,any answers help!!!!!!
1568,9274,"you need to do that for a least a week, or else this type of territorial fighting will happen."
1569,9282,"she knows she is invading someone else's territory, but can't help it, and has no where to go."
1570,9284,"as well, your male will be able to see that his territory is not threatened."
1571,9303,"I have two cats, and at first they hissed at each other because cats are very territorial, but now they do fight and play."
1572,9304,"The difference is when the cat hisses, that means they are annoyed and they want the other cat to go away."
1573,9305,That means they are fighting.
1574,9310,He refused to believe them and ordered the military to win the war within two to three years (before the next election in 1968).
1575,9312,"This left Westmoreland with few options, so he adapted a Search and Destroy strategy instead of a Clear and Defend strategy which is, in the long run, the preferred method of pacifying an insurgency."
1576,9313,"Thing is, it worked."
1577,9318,"He was warned that they were building up a huge Army and would eventually launch an attack, but he ignored his military advisers."
1578,9319,The Communists agreed.
1579,9322,"The Communists thought they could defeat the ARVN, cause the fall of the South Vietnamese government, and the people would than rally to the Communist cause and leave the Americans stranded in a sea of angry peasants."
1580,9325,The Americans detected the attempt to infiltrate the urban areas and were already redeploying troops from the rural areas.
1581,9334,"The people rejected their attempt to topple the government, and for all intents and purposes the US military (and the ARVN) handed Johnson the victory he had ordered them to achieve within the time-frame he ordered it."
1582,9335,All he had to do for a complete victory was allow the military to go into Laos and Cambodia and finish off the shattered Communist forces.
1583,9340,In the end Nixon kept his promise for “…peace with honor….”
1584,9346,Tet made it clear that the war was a long way from being over if the Americans thought they could preserve the South and that the North was perfectly willing to suffer great losses to continue their fight.
1585,9347,There is a very good book on the subject that was written by General Vo Nguyen Giap.
1586,9351,I have a basking spot lamp that says it is a double reflector that focuses 35% more light/heat and provides beneficial UVA rays important to the psycholical well-being of him.
1587,9354,"The lady at pet smart said 4 hours, but on places on the net it says 10 to 12 hours."
1588,9356,I have bearded dragon juvenile food and freeze- dried crickets.
1589,9366,You need to also provide a source a UVB lighting.
1590,9380,as to what the light provides it gives UV rays..which is important for health in lizards as it is in humans.
1591,9382,"Yes, it gives him the ""sun rays"" necessary, that's what UVA is."
1592,9386,"I tell all my customers they can try it, but don't count on it."
1593,9396,I did the same thing that you did for christmas.
1594,9397,I ended up getting a pair of zebra finches for christmas.
1595,9400,After a couple of weeks I got tired of them.
1596,9404,I want a bird that I can hold and do tricks.
1597,9408,I love them.
1598,9410,I tamed them in 4 days.
1599,9412,The whole family loves them.
1600,9415,I hope this helps you with your decision.
1601,9423,The girl has either pink or brown.
1602,9428,I have one yellow girl and a green and yellow boy.
1603,9432,My mom told me how to tame them and I was very happy with the results.
1604,9440,I took the cage and place it next to the couch.
1605,9454,You have patience.
1606,9456,"After a couple of weeks mines knows when I say shoulder it means ot go on my sholder, when I say up it means to jump up on my finger, when I say up and out it means up on my finger and out of the cage."
1607,9459,They worked for me and I hope they worked for you!
1608,9466,I have a parakeet named Cookie . :P
1609,9469,"I graduate in the spring, and so we'd like to go between then and winter."
1610,9477,And then there’s the rain.
1611,9481,"The Irish weather works on the ‘four seasons in a day’ principle, which basic­ally means that you can’t predict a thing when it comes to the behaviour of the sky."
1612,9488,Spring festivities include the ever-popular St Patrick’s Festival.
1613,9491,"The thing to do is to bring the right clothing with you, clothes so you can layer up if it is cold and take off layers when it warms up."
1614,9506,We used our BBQ on precisely 4 occasions.
1615,9508,"The days start to shorten & it gets even wetter, windier & colder."
1616,9509,"We had frosts in October so I wouldn't advise visiting late in the year to be honest, Spring time is your best bet."
1617,9514,I have 4 Golden Wonder Killifish.
1618,9523,"I aspire to your feeding regime, flakes early and something live later in the day."
1619,9525,I think that you understand that your largest and smallest golden wonders are males.
1620,9535,"There are a couple ways one could spawn lineatus - mop spawning & water incubating them for two weeks, picking eggs from a mop & putting them in a tray of treated, seasoned water or setting up the parents in a planted tank & moving them so the fry can hatch out there."
1621,9553,That indicates that they thrive in different water chemistries.
1622,9566,Another problem is that sometimes bad eggs will fungus and the fungus will spread out and kill all the eggs.
1623,9580,"They look for fun filled, rejuvenating and memorable vacation."
1624,9585,There are many reasons to say Disney cruise is the best bet for you to have a enjoyable holiday tour.
1625,9592,Kids fun games and video shows are added to the other facilities.
1626,9593,"There are two ships, Disney magic and Disney wonder."
1627,9594,Both are made keeping in mind the comforts of the travelers.
1628,9595,"Disney cruises offer 24-hour room services, and the crews are ready to serve you the way you like."
1629,9598,"The ship offers variety of eatables, deliciously made."
1630,9601,There are special regions uniquely and imposingly designed for the children.
1631,9603,These theme parks have all types of facilities.
1632,9608,"These include space for dances and music, bar facility, gambling facilities for the elder, spaciously made open area aboard and many such nice facilities."
1633,9611,There are many online sites offering the booking facility with affordable rates.
1634,9621,"We liked getting the late dinner seating, so you have more time to see movies and stuff but if your kids are 'early to bed' you may want the earlier seating for dinners."
1635,9623,All of the doors tend to look alike and having 'something' on your door helps you and your kids find your room easier.
1636,9631,We had a ball.
1637,9632,We had an inside cabin and it is what I would recommend.
1638,9633,There are so many things to do that you will only use your room for sleeping and the extra cost of the balcony is wasted.
1639,9634,The children can be checked in and checked out in a safe way at many activities so you can have a bit of free time without the little ones.
1640,9636,There is a splash fountain (no standing water) for little ones still in diapers; Next is a wading pool for those who are potty trained; Then a family pool; Finally there is a pool for adults only with kids not allowed.
1641,9645,I think I gained three pounds in my week long cruise.
1642,9660,He told me to remember to call like 3 times before he left.
1643,9664,"I know a lot of people say to wait until he calls you, but it's different because I'm a client and technically that's all I am at this point."
1644,9674,The only reason I switched away from them in the first place is because my good friend who apprenticed with them was starting out on his own.
1645,9697,I think he left the Nail out of the shoe as a excuse to come back and see you hey he may be your Prince charming..
1646,9705,He had this Habit of telling you Everything..
1647,9709,I was like Ummmm i can see your ass cheeks...he was like Oops did i forget my Underwear???
1648,9720,I have the opportunity to pick up a super nice 6 year old for free.
1649,9723,I have a 5 year old that lost all of his cheek muscle on the right side about 3-4 months ago.
1650,9731,The only neurological sign that he shows is that he barely drags his toes and sometimes has trouble with his right lead.
1651,9735,We elected to not do the EPM test because there was NO neurological signs.
1652,9737,He eats all of his grain but it just takes him a while to get it chewed because of the lack of muscle in his jaws.
1653,9752,"I posted what the owner as said in paragraph 2 & 3, that is not me to clarify."
1654,9769,I know that I have the possibility of treating him and still having to put him down.
1655,9771,I know this is going to be expensive.
1656,9779,I think it is wonderfully responsible that you are going into this rescue eyes open and are getting the opinions of qualified professionals (and a bunch of Yahoos) before you decide to take this horse on.
1657,9788,Our first diagnosed EPM horse was back when there was no treatment in the US and only an experimental chicken feed additive in Canada.
1658,9789,We hauled the horse to Windsor and got him treated there.
1659,9790,That horse returned to racing and we didn't notice much difference.
1660,9796,The only difference we noticed is that the EPM horses seemed to do worse on the smaller tracks after.
1661,9799,MSU does a lot of EPM studies because of how common it is here.
1662,9801,I know they did lab work showing that Strongid C used daily could help prevent EPM.
1663,9802,"I believe they have a real study testing the lab work in real world situations now, but it may be sometime before those results are released."
1664,9806,"You hate to see talent get wasted, but honestly I don't think I could take in a horse right now these issues."
1665,9822,They did a very bad job with my hair and were extremely rude when I went back to ask them why it didn't work for my hair.
1666,9825,Dr Greenwalt fixed my neck from a snowboard injury and was way more effective that a regular doctor.
1667,9828,He knows what hes doing.
1668,9831,Cj and company did all that we ask and 10 times more.
1669,9838,It came out better than I even imagined.
1670,9842,I had to take care of the ants myself.
1671,9843,But I found the location wonderful and the neighbors very kind.
1672,9846,Because of the ants I dropped them to a 3 star.
1673,9852,"I found Bright Star Tours and Travels and Best and Affordable Tour Operators and Tours Agents in Chennai, India offered me Student Tour India Package for very less price."
1674,9853,I enjoyed my tour and i am looking for adventure tour and India heritage tours for valuable.
1675,9856,they fixed my garage doors in literally less than an hour.
1676,9857,"the guy came on time and didn't take any breaks, he went straight to work and finished the job efficiently and promptly!"
1677,9862,"He took the time to explain things to me about my computer, i would recommend you go to him."
1678,9874,I like my food hot both ways not warm or cold.
1679,9879,We went to Kobeys on Saturday and had our whole teams uniforms done!
1680,9883,We love Little Farmer
1681,9884,We attend LFTD and our children LOVE it!!
1682,9889,"I rang SRD PAT testing and within 3 hours Scot had come to my premises and PAT tested all my our Spill The Whisky barn dance band equipment, and supplied a certificate for only 70p per unit."
1683,9898,I <3 Max's
1684,9909,I went from a pain scale of 8-9 to 0 and I was able to run in the Crim just a week later!!
1685,9921,We trust and appreciate Scott Larson and know that he will always take good care of us and listen to our needs!
1686,9937,Is there no other Verizon to go to around Downtown/Dupont Circle1?!?!?
1687,9940,They have unbeatable price in town and deliver on time.
1688,9941,I enjoy working with this architectural and graphic design firm and will recommend to anyone.
1689,9943,I needed wisdom teeth taken out.
1690,9946,Dr. Wallen explained the procedure in detail and took his time with me.
1691,9947,Staff explained insurance procedures and was very helpful.
1692,9961,They have a great selection of wine from all over the world with all different prices.
1693,9962,"The employees make you feel very comfortable and are very helpful, whether you are very knowledgeable or don't know anything at all about wine."
1694,9973,They have a credit card minimum.
1695,9995,"I phoned this company for advice on our office refurb and although we did not use them in the end(as our building contractor carried out the electrical work), they provided me with plenty of useful information over an hour phone call and subsequently we are now using PJC as our electrical maintenance contractor."
1696,10009,There are three Starbucks locations that I frequent.
1697,10010,I have a bit of experience watching the usual assembly line.
1698,10012,But this location has the worst weekend staff I've seen EVER.
1699,10021,I Love Hellada Gallery!
1700,10022,Marek Dzida the owner and photographer puts whole heart in his business - If you are into old fashion (Not Digital) quality photography this is best place in Long Beach as I think not many folks can do affordable traditional photos anymore I know Marek personaly and I will always recommend him
1701,10025,"You charge SO MUCH, yet you use the same grounds over and over again."
1702,10026,The coffee taste BURNT and very bitter.
1703,10032,"I love the people, the product and the service!"
1704,10033,Nothing compares to a home made product that really stands the test of time. -
1705,10034,"The Brick, Ikea, and Leon's have their place."
1706,10039,"The outward appearance makes you think this place is nice, but everything inside is cheap cheap cheap."
1707,10045,But i paid $100.
1708,10047,Tmobile want to Send of my phone and i didn't want to go thru that...
1709,10069,Theres a reason why Frank mcclelland was named best chef of the north east reigon.
1710,10079,I love it for discounted beauty items and household appliances.
1711,10095,"Tonight, I called several times with no answer (Btwn 5:30 and 6 pm) and finally drove there to place my order in person."
1712,10102,I have nothing bad to say.
1713,10105,"Employees seemed to be having a good time chatting and laughing with each other, while myself and other customers were completely ignored."
1714,10109,I got a coupon from Pennysaver for this station.
1715,10110,"Yes, they accepted it."
1716,10113,I ended up paying much more.
1717,10117,You order at the counter and there is a space for tip on your credit card receipt.
1718,10121,Dr. Obina told me that his office closed at noon and that I should call him on Monday.
1719,10123,There are plenty of good dentists in Fernandina.
1720,10138,"Joe removed a wasp nest for our condominium building and we appreciated the environmentally friendly method and prompt, friendly and informative service."
1721,10143,He knows his bees!
1722,10152,She continues to help me when needed even if I have a service question.
1723,10157,"This French born, French trained chef and his creative partners offer a taste fresh, locally sourced, fabulously prepared food in the most unlikely of locations."
1724,10162,I go every other week for the shallac/gel manicure which is only $25 and it truly lasts 2 weeks!
1725,10163,I love it.
1726,10166,I promise you will not be disappointed!
1727,10169,She gave me amazing pictures at an amazing price and made my wedding day so memorable.
1728,10176,"From the delectable Antipasto Misto to the Spaghetti alla Barese and the Parmigiana and ending with gelato, all was mouth watering."
1729,10184,My advise to all is I have fallen into this trap ... pl ensure you dont!!!
1730,10198,"We sat in the front dining area, it was very cozy and pleasant."
1731,10206,she needs to develop a personality !
1732,10211,All I can say is that I am glad I went in!
1733,10221,I choose Console Pros and I'm happy I did.
1734,10228,yep they fixeded my thumpstar in 1 day.
1735,10237,I have many fond memories of my college evenings there long ago.
1736,10242,They came on time and completed their work quickly.
1737,10246,I came in to town for a week and forgot my trainers!
1738,10249,They spent a lot of time with me and got me into a great pair of shoes.
1739,10250,I think they may even be better than the pair I have been using this past year!
1740,10272,My wife and I avoided doing some fairly simple electrical re-wiring in our home for several years due to overall hassle and cost involved.
1741,10280,They set out to exceed your expectations.
1742,10284,I had sonic in many other palces but for some reason this sonic is always just covered in grease and not good... :(
1743,10285,I hope they get there act together...
1744,10287,I called them for an estimate and they INSULTED ME WHEN I ASK THEM QUESTIONS.
1745,10295,This place has the best baby and childrens clothes.
1746,10302,I visited their huge Chicago lighting showroom and all I have to say is WOW!!
1747,10304,I think they have the largest collection for Chandeliers Chicago.
1748,10308,I wanted to try someplace new again.
1749,10309,This place rocked.
1750,10312,I ordered the MOO SHU pork and it was great..
1751,10323,This town needs some food soul and this is not it.
1752,10325,"My girlfriend and I ate at The Grill last night, and our experience was amazing."
1753,10326,"Everything we ordered was prepared to perfection, and was presented perfectly."
1754,10332,"All the food tasted excellent, and with the new renovation of chairs and the bathroom, it is awesome."
1755,10338,I had John and Dustin working feverishly to get my exhaust motor replaced.
1756,10343,My family and I thank you!!!!!!!!!!
1757,10344,They Suck
1758,10348,"Parts department blows, Service department is even worse."
1759,10349,"I live 10 minutes from Cycle City, but I Drove 50 mile south to Peachstate Powersports in LaGrange, dealt with the owner, Levi, and was well taken care of."
1760,10352,"His knowledge and expertise help smooth the way with any planning application, ensuring compliance with the building regulations."
1761,10355,We came at around 730 and they close at 8 and wanted to try the specials but they were out for the day so I would say go way before they close.
1762,10368,They fixed the queso!
1763,10370,There are so many wonderful great places to dine in houston....don't.waste your time here.
1764,10371,I had the morelias enchiladas.
1765,10373,In fact my friend vomited after our meal.
1766,10379,James Bateman came the day I called and fixed the problem quickly and efficiently.
1767,10386,That did it for me..no more Raina's.
1768,10393,The gift itself was exactly as described and pictured in the catalogue and of the highest standard.
1769,10396,I LOVE MY GYM!
1770,10404,I asked for a fried egg on my enchiladas...and did not get it.!
1771,10406,The Chili Relleno..had no batter on it.
1772,10407,I googled restaurants in the area and Fuji Sushi came up and reviews were great so I made a carry out order of : L 17.
1773,10430,They had a great selection of colors to choose from and their seats are super comfty.
1774,10431,"I enjoy going there although i've only been there once, i will be returning toda to recieve a pair of french tips and i will only go to the best and to me the best is here."
1775,10432,i reccomend you to go and enjoy their wonderful hospitality.
1776,10438,The salesperson refused!
1777,10452,But the menu had standard stuff that one would get at a Belgian Tavern.
1778,10455,I moved into the Tanglewood Apartments in late 2008 and it's been a refreshing change.
1779,10456,I used to live at Meadowrun and that was a nightmare.
1780,10459,Plus she plans a monthly breakfasts and other events at the clubhouse which is a nice added benefit.
1781,10462,They have the best prices locally and good customer service.
1782,10466,Another great business bites the dust!
1783,10473,"What I love most about this place, other than the food, is that eating here makes you feel like you're in a small town rather than Baltimore."
1784,10491,"They interviewed me, gave me tests in the software I included on my resume, and placed me in a position that I kept for several years."
1785,10497,I adopted a 3.5 month old yellow lab last winter from the Dumb Friends League.
1786,10500,My pup has a wonderful temperment and has been a wonderful addition to my family!
1787,10510,"I wish I had you as my dentist early on in my life - maybe my teeth would have been a lot better then they are now, However I am glad you are my dentist now."
1788,10516,"I guess they figured me for an easy mark, and tried to explain that my car wouldn't pass unless I replaced a hose."
1789,10522,"I called and asked about the price for hair updo and the receptionist or owner who aswered the phone refused to tell me, or even just give me an approximate price range."
1790,10523,He told us to stop by the salon and then he will tell us the price.
1791,10542,"A lack of organisation, coupled with the distain for its customers, makes this the worst rental agency I have used."
1792,10559,"We had 30 guests for the event, and everyone came away from the evening impressed with not only the food, but the outstanding service as well."
1793,10564,"It's located in the huge HONKA Log Homes building, by Walmart off of Evergreen Parkway."
1794,10565,The store was decorated with furnishings & accessories.
1795,10571,I was saddened to see the reviews that claimed World Hats Mart has poor service.
1796,10572,It led me to believe that the reviewers simply had difficulty tolerating people with strongly-accented English.
1797,10581,I prefer Advanced auto parts over this crappy place with the meanest people.
1798,10594,I ordered a kid meal with a milk and found a bottle was half opened already.
1799,10595,I asked them to change it but they rudely said that it was okay.
1800,10602,I found my initial selection satisfactory but the wine flight we chose to be poorly composed.
1801,10607,Their sense of humour and calmness when dealing with the little ones amazes me every time I walk in.
1802,10610,This has to be some of the worst pizza I have ever had the misfortune of ordering.
1803,10613,There was minimal cheese and sauce and it completely lacked flavor.
1804,10614,I know New York pizza and this is not it!!
1805,10616,I love pizza and this was a complete and utter disappointment!!
1806,10619,They came to my house in no time and started working on the gate.
1807,10622,"I know that if my garage door needs to be repaired, I will be calling A CLASS Garage Doors"
1808,10625,"The store manager, Jim Smith, made an excellent tire recommendation for my newly acquired Lexus."
1809,10628,They know their job and you do not have to watch them to be sure everything is done right.
1810,10637,Today I went into Kwik Kar and there were two cars in front of me for inspection...but I was still out of there pretty quick...barely had time to read a chapter in my book.
1811,10639,"As first-time home buyers, my husband and I found Stephanie Fairchild at Prudential Steamboat Realty, extremely helpful."
1812,10641,"Stephanie's knowledge of the market and properties in our price range, made us feel secure in our decision to buy when we did."
1813,10643,"We appreciated her patience, knowledge and kindness!"
1814,10647,I have terrible hair and he really takes his time to make it look right.
1815,10654,"I called the store and the clerk giggled, and agreed that it was gross, but said it was not her problem."
1816,10656,"I left my number, or tried to anyway."
1817,10657,Same clerk had considerable difficulty taking down a number.
1818,10660,"I used to eat at places like New China or Green Buffet in Troy, MO - nothing terrible but not that great."
1819,10668,She makes you feel like you are the most important person in the world.
1820,10669,Jana made me feel very comfortable.
1821,10676,Dave has much to offer.
1822,10679,We love our new roof!
1823,10681,Everything was done on a timely manner and things were cleaned and picked up every day when the crew was done.
1824,10691,"My sister in law told me about this amazing new crepe place in town, I was so excited I just wanted to go and test it out for my self!"
1825,10699,The whole experience shows a hotel managed by what must be a 2 star hotel manager.
1826,10707,"The only problem that I had in 2 years of living there was that the walls are pretty thin, sometimes I could here my neighbors conversations."
1827,10712,My car broke down and roadside towed my vehicle to Sussman Kia.
1828,10713,They squeezed me in and had me back up and running in no time.
1829,10716,The advisor kept me up to date and informed on the progress of my vehicle.
1830,10717,I give this dealer an A+!
1831,10725,EVERYTHING IN HERE SEEMS TO AMAZE ME!!!
1832,10728,THEY HAVE EXCELLENT SUSHI CHEF SPECIAL ROLLS FOR A FAIR PRICE AND SO IS THE GRILL ORDERS.
1833,10730,JUNO AND OPEN I LOVE YOU GUYS!!!!!!!!!!!!!!
1834,10735,"The food continues to be very good -- deli sandwiches, homemade soups, fresh salads."
1835,10743,The menu has the usual but then they step it up another notch.
1836,10748,The first time I used them they arrived on time and towed car for me to the destination I needed.
1837,10756,"Based on the test results, the home inspector stated that the quality of their job was “excellent”."
1838,10758,We love T's Cafe!
1839,10761,Family owned and operated makes sure the atmosphere is relaxed and the food home-cooked with style.
1840,10773,Either I suck at my own style or Janice is a genius.
1841,10778,I rated it 5 stars.
1842,10781,"It is the hospitality from Tom and staff, that makes it feel like a 5 star hotel in the middle of the beach."
1843,10782,We prefer the layout of rooms and it is always clean.
1844,10794,I purchased a nissan from this dealship.
1845,10798,They tried to run my credit score as less as possible so it won't hurt my score.
1846,10801,They have a huge inventory.
1847,10804,"Yes, we had to wait, but ER is a triage system that takes the most life threatening cases first."
1848,10807,As a nurse I know about drug seekers.
1849,10811,"Dr. Taylor was not only available on a Sunday, but also was able to immediately take care of me."
1850,10818,"I attended it for 2 years, and that was enough."
1851,10819,"There's holes everywhere in the ceiling, sewage constantly leaks through the ceiling, and the whole condition of the school is horrible."
1852,10830,The white pages allowed me to get in touch with parents of my high school friends so that I could track people down one by one and the restaurant section is basically my cookbook.
1853,10835,I knew what it was and told the guy that it wasn'ta fps.
1854,10842,We both kept trying to find something we liked.
1855,10845,Liquidweb.com Rocks!!!
1856,10847,I work with him and since past 6 years he is hosting his websites to Liquidweb.
1857,10872,"They have all kind of coupons available for car washes, oil changes, state inspection, etc."
1858,10873,"The thing is, you still get high quality service at nicely discounted rates!"
1859,10889,But just this week a peddle broke.
1860,10897,"The people there attempt to come across and professional and nice, but I was disappointed with their customer service."
1861,10900,They want to squeeze as much as they can from you even if you just got in a car accident!!!!
1862,10904,They sent over someone who said he knows nothing about curtains and could not show me fabric options or give an estimate.
1863,10913,"I MAKE MONEY NOT DEAL WITH BROKERS"" Wow, can you believe in todays tough times this dealership would be looking for any way to move vehicles."
1864,10918,"They said it was ""plugs and wires"" and quoted me $330 to do the work, including parts."
1865,10920,Those things ended up being a windsheild washer fluid tank (1 screw) and the air filter canister (4 spring clips).
1866,10921,I did the work myself for $50.
1867,10922,There's no excuse for that kind of estimate.
1868,10932,I have to tell you that I haven't had one and don't want one.
1869,10934,I sent a customer of mine to you.
1870,10936,I feel lighter and feel that I have more possibilities open to me now than I did before.
1871,10945,"I offer compassionate, approachable and personalized counseling services."
1872,10954,They sell feed and milk bottles at the front and I recommend you buy lots.
1873,10955,We took our 7 month old and she laughed and giggled when (very harshly I might add) grabbing and 'kissed' the goats and lambs.
1874,10967,"I wish there was something good to say about the business, but unfortunately, there isn't."
1875,10989,Alto delivers on all levels.
1876,10990,"From the moment you enter the restaurant, you know you are some place special."
1877,10997,I love the location and the apartment!!
1878,11004,I know that's ugly...but she won't help you out for anything...sad story.
1879,11006,The staff leaves a lot to be desired.
1880,11018,There were occasional bears on the deck in the morning.
1881,11023,I hope to be back!
1882,11037,They took on the challenge of making my Ferrari all I dreamed of and more.
1883,11038,The crew at The Creative Workshop went over and above the call of duty and gave me back a car I can drive anywhere and finally enjoy owning.
1884,11043,We wanted to see the sun - and we also got much more!
1885,11045,"After a train ride over the mountains, we enjoyed hiking in the flower-filled Wenatchee hills (in May) and a very interesting bike ride in a loop around the Columbia River...and then wine if we wanted it on the patio in the evening...."
1886,11057,"I got highlights, haircut, and a blowdry."
1887,11058,She did a great job!
1888,11060,"My hair looks amazing, and I get compliments all the time."
1889,11069,"I was born and raised in Toronto, which has a huge West Indian (Trinidadian, Jamaican, etc) population."
1890,11072,"All you have to do to make it authentic Jamaican food, is add a whole lot of pepper."
1891,11081,"It put hair on my chest and thanks to the owners advice I invested vanguard, got myself a woman like Jerry, and became a republican."
1892,11095,I work as a Transformational Life Coach.
1893,11099,"She guided me through a very difficult period dealing with a family member's suicide, coupled with elder abuse."
1894,11100,"I found her to be extremely solid, kind, compassionate, and intuitive as well."
1895,11106,The decor left a lot to be desired and the posters telling me all the reasons 99 was great just served as an ironic contrast against the reality.
1896,11109,I explained to him what I wanted and that I previously went to Braman Honda.
1897,11111,"He told me ""no problem, we will match the offer or do better."""
1898,11112,Mr. Guerra gave me a better deal without any hassles nor any type of problems.
1899,11114,I urge all St. Thomas the Apostle parishioners and all of South Florida residents to come see Gus!!!
1900,11118,The dealer wanted $1300 to fix that and another $1500 to fix some other things.
1901,11119,Eagle Transmission determined that much of the work the dealer said needed to be done was unneccesary and what needed to be fixed was only $400!!
1902,11121,I dropped the truck off in the morning and it was ready that afternoon.
1903,11125,Kelly hit the nail on the head.
1904,11137,"During the session, he demanded to have my physical address, which I've always kept private as I am enrolled in a witness protection program."
1905,11138,"I believe he is correct in that he needs my physical address for legal reasons, however, he did not adequately explain this during our session."
1906,11140,I think he could've done more to assuage my concerns by giving me concrete facts.
1907,11145,I wish that I hadn't done this.
1908,11147,"Even after my fusions, my back continued to hurt, but now it doesn't hurt any more."
1909,11161,"My family loves coming to Endo Sushi.They are very nice, it is never crowded, and the food is wonderful, very delicious and fresh!"
1910,11169,"I explained that i was already on my way and i would rush to get there as soon as i could because i needed my car for work at 5am, but the guy was arguing with me saying he was gonna lock the doors right at 5:30."
1911,11183,She recommended products but absolutely didn't pressure me to buy.
1912,11193,I think 90 percent of the tenants are smokers!
1913,11195,Our unit reeks of old cigarette smoke and it started to become apparent a few weeks after we moved in.
1914,11198,I used to go here almost everyday since I work in the neighbourhood and loved their turkey and meatball sandwiches.
1915,11201,"For the quality, the prices ($4-$6) have to be the best in town."
1916,11202,The staff get to know regulars and do their job very well.
1917,11211,He had a robe that was made back in the '60s.
1918,11217,me and my dad where in NJ for a kc chiefs(my home team)vs the NY jets and for game 4 of the world series.
1919,11220,i mean a 2 day stay was a ok stay even tho the manager looked like he was chineze and that we only slept and went out from 8 to 7 to see New York.
1920,11223,I googled Garage Door Repair in Woodinville and found NDI - Johnette answered the phone and was oh-so pleasant and helpful!
1921,11225,I said great and Dan arrived on time at 10am to make the repair.
1922,11226,"I enjoyed speaking with Dan, and learning more about how the springs are sized for these doors."
1923,11232,I had a conversation with the woman running this place in April 2010.
1924,11240,"Previous reviewers said they were pushy and I can understand that, but I find the staff more helpful than anything else."
